sentence=1	But	but	but	CC	O	(h<root> / --LEX--  :ARG2 (m<o>))	contrast-01	(o(s()))	0	ROOT	true
10	373	_	373	CD	O	(l<root> / law  :name (n / --LEX--)  :mod-of (f<mod>))	_NUMBER_	(mod())	8	MOD_mod	true
11	-	_	-	SYM	O	_	date-entity	_	0	IGNORE	true
12	374),	_	374),	CD	O	_	and	_	0	IGNORE	true
13	he	_	he	PRP	O	(d<root> / --LEX--)	$LEMMA$	()	18	APP_o2	true
14	had	_	have	VBD	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-03	(s())	16	MOD_s	true
15	a	_	a	DT	O	_	he	_	0	IGNORE	true
16	vision	_	vision	NN	O	(d<root> / --LEX--)	en$LEMMA$-01	()	0	ROOT	true
17	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
18	led	_	lead	VBD	O	(b<root> / --LEX--  :ARG1 (i<o>)  :ARG2 (h<o2>)  :ARG0 (a<s>))	$LEMMA$-01	(o2(), s(), o())	16	MOD_s	true
19	him	_	he	PRP	O	_	$LEMMA$	_	0	IGNORE	true
20	to	_	to	TO	O	_	cause-01	_	0	IGNORE	true
21	lay	_	lay	VB	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	26	APP_op1	true
22	aside	_	aside	RB	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	21	MOD_mod	true
23	his	_	he	PRP$	O	_	$LEMMA$	_	0	IGNORE	true
24	secular	_	secular	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	25	MOD_mod	true
25	studies	_	study	NNS	O	(d<root> / --LEX--)	$LEMMA$-01	()	21	APP_s	true
26	and	_	and	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	18	APP_o	true
27	devote	_	devote	VB	O	(s<root> / --LEX--  :ARG2 (g<s>))	$LEMMA$-01	(s())	26	APP_op2	true
28	himself	_	himself	PRP	O	_	$LEMMA$	_	0	IGNORE	true
29	to	_	to	IN	O	_	$LEMMA$	_	0	IGNORE	true
30	God	god	God	NNP	O	(p<root> / person  :name (n / --LEX--))	_NAME_	()	27	APP_s	true
31	.	_	.	.	O	_	person	_	0	IGNORE	true

nodealignment=[13@@d@@he, 27@@s@@devote-01, 25@@d@@study-01, 16@@d@@envision-01, 30@@n@@_NAME_, 10@@l@@law, 4@@p@@this, 5@@n@@ill-01, 10@@n@@_NUMBER_, 30@@p@@person, 8@@s@@winter, 14@@s@@have-03, 22@@p@@aside, 26@@a@@and, 24@@p@@secular, 18@@b@@lead-01, 21@@s@@lay-01]
sentence=1	Everyone	everyone	Everyone	NN	O	(d<root> / --LEX--)	$LEMMA$	()	2	APP_s	true
2	expects	_	expect	VBZ	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	6	APP_s	true
3	things	_	thing	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	2	APP_o	true
4	of	_	of	IN	O	_	cause-01	_	0	IGNORE	true
5	Presidents,	_name_	presidents,	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	_NAME_	(mod())	2	MOD_mod	true
6	but	_	but	CC	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	contrast-01	(s(), o())	0	ROOT	true
7	I	i	I	PRP	O	(d<root> / --LEX--)	$REPL$	()	10	APP_s	true
8	am	_	be	VBP	O	_	know-01	_	0	IGNORE	true
9	not	_	not	RB	O	(explicitanon0<root> / --LEX--  :polarity-of (e<mod>))	-	(mod())	10	MOD_mod	true
10	sure	_	sure	JJ	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-02	(s(), o())	6	APP_o	true
11	that	_	that	IN	O	_	cause-01	_	0	IGNORE	true
12	they	_	they	PRP	O	_	person	_	0	IGNORE	true
13	realize	_	realize	VBP	O	(c<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (m<o>))	$LEMMA$-01	(o(s()))	10	APP_o	true
14	how	_	how	WRB	O	_	amr-unknown	_	0	IGNORE	true
15	much	_	much	JJ	O	_	$LEMMA$	_	0	IGNORE	true
16	depends	_	depend	VBZ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	13	APP_s	true
17	upon	_	upon	IN	O	_	thing	_	0	IGNORE	true
18	the	_	the	DT	O	_	mean-01	_	0	IGNORE	true
19	Members	members	Members	NNPS	O	(p<root> / person  :ARG0-of (h / have-org-role-91  :ARG2 (o / --LEX--)  :ARG1 (n<s>)))	$LEMMA$	(s())	23	APP_op1	true
20	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
21	the	_	the	DT	O	_	have-org-role-91	_	0	IGNORE	true
22	House	_name_	House	NNP	O	(g<root> / government-organization  :name (n / --LEX--))	_NAME_	()	19	APP_s	true
23	and	_	and	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	16	APP_s	true
24	the	_	the	DT	O	_	have-org-role-91	_	0	IGNORE	true
25	Members	members	Members	NNPS	O	(p<root> / person  :ARG0-of (h / have-org-role-91  :ARG2 (o / --LEX--)  :ARG1 (n<s>)))	$LEMMA$	(s())	23	APP_op2	true
26	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
27	the	_	the	DT	O	_	have-org-role-91	_	0	IGNORE	true
28	Senate	_name_	Senate	NNP	O	(g<root> / government-organization  :name (n / --LEX--))	_NAME_	()	25	APP_s	true
29	who	_	who	WP	O	_	have-org-role-91	_	0	IGNORE	true
30	must	_	must	MD	O	_	obligate-01	_	0	IGNORE	true
31	make	_	make	VB	O	_	obligate-01	_	0	IGNORE	true
32	the	_	the	DT	O	_	person	_	0	IGNORE	true
33	final	_	final	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	34	MOD_mod	true
34	judgment	_	judgment	NN	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	judge-01	(s(), o())	13	APP_o	true
35	on	_	on	IN	O	_	thing	_	0	IGNORE	true
36	what	_	what	WP	O	_	amr-unknown	_	0	IGNORE	true
37	kind	_	kind	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	39	MOD_mod	true
38	of	_	of	IN	O	_	thing	_	0	IGNORE	true
39	laws	_	law	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	34	APP_o	true
40	a	_	a	DT	O	_	1	_	0	IGNORE	true
41	President	president	President	NNP	O	(p<root> / person  :ARG0-of (h / have-org-role-91  :ARG2 (e / --LEX--)))	$LEMMA$	()	43	APP_s	true
42	must	_	must	MD	O	(s<root> / --LEX--  :ARG1 (p<s>))	obligate-01	(s())	43	MOD_s	true
43	execute	_	execute	VB	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	39	MOD_o	true
44	.	_	.	.	O	_	thing	_	0	IGNORE	true

nodealignment=[10@@s@@sure-02, 23@@a@@and, 9@@explicitanon0@@-, 6@@s@@contrast-01, 19@@o@@Members, 5@@p@@_NAME_, 42@@s@@obligate-01, 43@@s@@execute-01, 19@@p@@person, 41@@h@@have-org-role-91, 22@@g@@government-organization, 34@@s@@judge-01, 3@@d@@thing, 37@@p@@kind, 1@@d@@Everyone, 19@@h@@have-org-role-91, 7@@d@@i, 22@@n@@_NAME_, 33@@p@@final, 16@@s@@depend-01, 41@@p@@person, 2@@s@@expect-01, 25@@h@@have-org-role-91, 28@@n@@_NAME_, 25@@o@@Members, 25@@p@@person, 13@@c@@realize-01, 39@@d@@law, 41@@e@@President, 28@@g@@government-organization]
sentence=1	For	for	for	IN	O	_	cause-01	_	0	IGNORE	true
2	now,	_	now,	NN	O	_	cause-01	_	0	IGNORE	true
3	she	_	she	PRP	O	(d<root> / --LEX--)	$LEMMA$	()	4	APP_s	true
4	appreciated	_	appreciate	VBD	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-02	(s(), o())	0	ROOT	true
5	its	_	its	PRP$	O	(d<root> / --LEX--)	it	()	6	APP_s	true
6	fight	_	fight	NN	O	(c<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (m<o>))	$LEMMA$-01	(o(s()))	4	APP_o	true
7	to	_	to	TO	O	_	thing	_	0	IGNORE	true
8	cover	_	cover	VB	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	6	APP_o	true
9	the	_	the	DT	O	_	atom	_	0	IGNORE	true
10	ham-stink	_	ham-stink	NN	O	(d<root> / --LEX--)	_NAME_	()	8	APP_o	true
11	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
12	coated	_	coat	VBD	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	10	MOD_s	true
13	the	_	the	DT	O	_	person	_	0	IGNORE	true
14	room	_	room	NN	O	(d<root> / --LEX--)	$LEMMA$	()	12	APP_o	true
15	.	_	.	.	O	_	multi-sentence	_	0	IGNORE	true

nodealignment=[14@@d@@room, 3@@d@@she, 12@@s@@coat-01, 6@@c@@fight-01, 4@@s@@appreciate-02, 5@@d@@it, 8@@s@@cover-01, 10@@d@@_NAME_]
sentence=1	If	if	if	IN	O	_	have-condition-91	_	0	IGNORE	true
2	you	_	you	PRP	O	(d<root> / --LEX--)	$LEMMA$	()	11	APP_s	true
3	have	_	have	VBP	O	(m<root> / --LEX--  :ARG1 (m2<o>)  :ARG0 (t<s>)  :condition-of (g<mod>))	$LEMMA$-03	(mod(), s(), o())	11	MOD_mod	true
4	a	_	a	DT	O	_	-	_	0	IGNORE	true
5	spare	_	spare	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-02	(s())	6	MOD_s	true
6	bedroom	_	bedroom	NN	O	(d<root> / --LEX--)	$LEMMA$	()	3	APP_o	true
7	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
8	you	_	you	PRP	O	_	$LEMMA$	_	0	IGNORE	true
9	aren’t	_	aren’t	IN	O	_	-	_	0	IGNORE	true
10	using,	_	using,	NNP	O	_	-	_	0	IGNORE	true
11	why	_	why	WRB	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	amr-unknown	(s(), o())	0	ROOT	true
12	not	_	not	RB	O	(explicitanon0<root> / --LEX--  :polarity-of (e<mod>))	-	(mod())	13	MOD_mod	true
13	sell	_	sell	VB	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	$LEMMA$-01	(s(), o())	11	APP_o	true
14	that	_	that	DT	O	_	$LEMMA$	_	0	IGNORE	true
15	space	_	space	NN	O	(d<root> / --LEX--)	$LEMMA$	()	13	APP_s	true
16	to	_	to	IN	O	_	$LEMMA$	_	0	IGNORE	true
17	someone	_	someone	NN	O	(d<root> / --LEX--)	$LEMMA$	()	13	APP_o	true
18	who	_	who	WP	O	_	amr-unknown	_	0	IGNORE	true
19	wants	_	want	VBZ	O	(s<root> / --LEX--  :ARG0 (y<s>))	$LEMMA$-01	(s())	17	MOD_s	true
20	and	_	and	CC	O	_	$LEMMA$	_	0	IGNORE	true
21	needs	_	need	VBZ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	17	MOD_s	true
22	the	_	the	DT	O	_	person	_	0	IGNORE	true
23	space	_	space	NN	O	_	$LEMMA$	_	0	IGNORE	true
24	?	_	?	.	O	_	interrogative	_	0	IGNORE	true

nodealignment=[2@@d@@you, 13@@s@@sell-01, 15@@d@@space, 3@@m@@have-03, 21@@s@@need-01, 19@@s@@want-01, 17@@d@@someone, 11@@s@@amr-unknown, 6@@d@@bedroom, 12@@explicitanon0@@-, 5@@s@@spare-02]
sentence=1	Earlier	earlier	earlier	RBR	O	(e<root> / --LEX--  :degree (m / more)  :time-of (p<mod>))	early	(mod())	6	MOD_mod	true
2	in	_	in	IN	O	_	thing	_	0	IGNORE	true
3	this	_	this	DT	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	6	MOD_mod	true
4	chapter,	_	chapter,	NNP	O	_	and	_	0	IGNORE	true
5	we	_	we	PRP	O	(d<root> / --LEX--)	$LEMMA$	()	6	APP_s	true
6	discussed	_	discuss	VBD	O	(b<root> / --LEX--  :ARG1 (i<o>)  :ARG2 (h<o2>)  :ARG0 (a<s>))	$LEMMA$-01	(o2(), s(), o())	0	ROOT	true
7	Evernote,	evernote,	evernote,	CD	O	_	mean-01	_	0	IGNORE	true
8	a	_	a	DT	O	_	me$LEMMA$n-01	_	0	IGNORE	true
9	company	_	company	NN	O	(d<root> / --LEX--)	$LEMMA$	()	6	APP_o	true
10	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
11	focuses	_	focus	VBZ	O	(t<root> / --LEX--  :ARG0 (y<s>)  :ARG2 (i<o>))	$LEMMA$-01	(s(), o())	9	MOD_s	true
12	on	_	on	IN	O	_	thing	_	0	IGNORE	true
13	expanding	_	expand	VBG	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	11	APP_o	true
14	our	_	our	PRP$	O	(d<root> / --LEX--)	$LEMMA$	()	6	APP_o2	true
15	memories	_	memory	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	13	APP_s	true
16	by	_	by	IN	O	_	thing	_	0	IGNORE	true
17	storing	_	store	VBG	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	18	APP_op1	true
18	and	_	and	CC	O	(a<root> / --LEX--  :op2 (d<op2>)  :op1 (m<op1>)  :topic-of (p<mod>))	$LEMMA$	(op2(s()), op1(s()), mod())	13	MOD_mod	true
19	organizing	_	organize	VBG	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	18	APP_op2	true
20	information	_	information	NN	O	(d<root> / --LEX--)	$LEMMA$	()	18	APP_s	true
21	.	_	.	.	O	_	thing	_	0	IGNORE	true

nodealignment=[11@@t@@focus-01, 20@@d@@information, 18@@a@@and, 15@@d@@memory, 6@@b@@discuss-01, 9@@d@@company, 3@@p@@this, 13@@s@@expand-01, 19@@s@@organize-01, 5@@d@@we, 14@@d@@our, 17@@s@@store-01, 1@@e@@early, 1@@m@@more]
sentence=1	What	what	what	WP	O	_	and	_	0	IGNORE	true
2	is	_	be	VBZ	O	_	cause-01	_	0	IGNORE	true
3	known	_	know	VBN	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	0	ROOT	true
4	is	_	be	VBZ	O	_	person	_	0	IGNORE	true
5	that	_	that	IN	O	_	$LEMMA$	_	0	IGNORE	true
6	five_days	_name_	day	NNS	O	(n<root> / --LEX--  :time-of (p<mod>))	$LEMMA$	(mod())	11	MOD_mod	true
7	before	_	before	IN	O	(n<root> / --LEX--  :time-of (p<mod>))	$LEMMA$	(mod())	11	MOD_mod	true
8	his	_	he	PRP$	O	_	$LEMMA$	_	0	IGNORE	true
9	death,	_	death,	NN	O	_	and	_	0	IGNORE	true
10	he	_	he	PRP	O	(d<root> / --LEX--)	$LEMMA$	()	11	APP_s	true
11	wrote	_	write	VBD	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	3	APP_s	true
12	a	_	a	DT	O	_	thing	_	0	IGNORE	true
13	letter	_	letter	NN	O	(d<root> / --LEX--)	$LEMMA$	()	11	APP_o	true
14	to	_	to	IN	O	_	and	_	0	IGNORE	true
15	Chevalier	_name_	Chevalier	NNP	O	(n<root> / --LEX--  :name-of (s<mod>))	_NAME_	(mod())	13	MOD_mod	true
16	which	_	which	WDT	O	_	i	_	0	IGNORE	true
17	clearly	_	clearly	RB	O	(s<root> / --LEX--  :ARG1 (p<s>))	clear-06	(s())	18	MOD_s	true
18	alludes	_	allude	VBZ	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	13	MOD_s	true
19	to	_	to	IN	O	_	name	_	0	IGNORE	true
20	a	_	a	DT	O	_	1	_	0	IGNORE	true
21	broken	_	broken	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	break-01	(s())	22	MOD_s	true
22	love	_	love	NN	O	(d<root> / --LEX--)	$LEMMA$-01	()	18	APP_o	true
23	affair.	_	affair.	NN	O	_	$LEMMA$	_	0	IGNORE	true
24	[7	_	[7	CD	O	(p<root> / --LEX--  :mod-of (s<mod>))	_NUMBER_	(mod())	3	MOD_mod	true
25	]	_	]	-RRB-	O	_	$LEMMA$	_	0	IGNORE	true

nodealignment=[18@@s@@allude-01, 11@@s@@write-01, 10@@d@@he, 6@@n@@day, 17@@s@@clear-06, 24@@p@@_NUMBER_, 3@@s@@know-01, 21@@s@@break-01, 13@@d@@letter, 7@@n@@before, 22@@d@@love-01, 15@@n@@_NAME_]
sentence=1	You	you	You	PRP	O	(d<root> / --LEX--)	$LEMMA$	()	2	APP_s	true
2	mentioned	_	mention	VBD	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	5	APP_s	true
3	Larry_Lessig's_Free	_name_	Free	NNP	O	(d<root> / --LEX--)	$LEMMA$	()	2	APP_o	true
4	Culture,	culture,	Culture,	NNP	O	_	_NAME_	_	0	IGNORE	true
5	but	_	but	CC	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	contrast-01	(s(), o())	0	ROOT	true
6	it	_	it	PRP	O	_	$LEMMA$	_	0	IGNORE	true
7	also	_	also	RB	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	8	MOD_mod	true
8	includes	_	include	VBZ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	5	APP_o	true
9	some	_	some	DT	O	(explicitanon0<root> / --LEX--  :quant-of (b<mod>))	$LEMMA$	(mod())	13	MOD_mod	true
10	out	_	out	IN	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-06	(s())	13	MOD_s	true
11	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
12	print	_	print	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	13	MOD_s	true
13	titles	_	title	NNS	O	(s<root> / --LEX--  :ARG0 (y<s>))	$LEMMA$	(s())	8	APP_s	true
14	by	_	by	IN	O	_	have-03	_	0	IGNORE	true
15	publishers	_	publisher	NNS	O	(p2<root> / person  :ARG0-of (e2 / --LEX--))	publish-01	()	13	APP_s	true
16	who	_	who	WP	O	_	have-org-role-91	_	0	IGNORE	true
17	are	_	be	VBP	O	_	person	_	0	IGNORE	true
18	open	_	open	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-05	(s())	15	MOD_s	true
19	to	_	to	IN	O	_	name	_	0	IGNORE	true
20	the	_	the	DT	O	_	person	_	0	IGNORE	true
21	concept,	_	concept,	NNS	O	_	and	_	0	IGNORE	true
22	such	_	such	JJ	O	_	$LEMMA$	_	0	IGNORE	true
23	as	_	as	IN	O	_	cause-01	_	0	IGNORE	true
24	O'Reilly	_name_	O'Reilly	NNP	O	(p3<root> / person  :name (n2 / --LEX--)  :example-of (p<mod>))	_NAME_	(mod())	15	MOD_mod	true
25	.	_	.	.	O	_	multi-sentence	_	0	IGNORE	true

nodealignment=[15@@e2@@publish-01, 18@@s@@open-05, 7@@p@@also, 15@@p2@@person, 12@@s@@print-01, 24@@p3@@person, 13@@s@@title, 24@@n2@@_NAME_, 2@@s@@mention-01, 3@@d@@Free, 8@@s@@include-01, 5@@s@@contrast-01, 1@@d@@You, 9@@explicitanon0@@some, 10@@s@@out-06]
sentence=1	They	they	They	PRP	O	(d<root> / --LEX--)	$LEMMA$	()	7	APP_s	true
2	have	_	have	VBP	O	_	person	_	0	IGNORE	true
3	been	_	be	VBN	O	_	$LEMMA$-temporally-at-91	_	0	IGNORE	true
4	a	_	a	DT	O	_	1	_	0	IGNORE	true
5	time	_	time	NN	O	_	$LEMMA$	_	0	IGNORE	true
6	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
7	achievement	_	achievement	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$	(s())	0	ROOT	true
8	in	_	in	IN	O	_	i	_	0	IGNORE	true
9	which	_	which	WDT	O	_	and	_	0	IGNORE	true
10	we	_	we	PRP	O	(d<root> / --LEX--)	$LEMMA$	()	15	APP_s	true
11	can	_	can	MD	O	(s<root> / --LEX--  :ARG1 (p<s>))	possible-01	(s())	17	MOD_s	true
12	all	_	all	DT	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	10	MOD_mod	true
13	be	_	be	VB	O	_	person	_	0	IGNORE	true
14	proud,	_	proud,	NNP	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	mean-01	(s(), o())	7	MOD_s	true
15	achievements	_	achievement	NNS	O	(s<root> / --LEX--  :ARG0 (y<s>))	achieve-01	(s())	14	APP_o	true
16	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
17	represent	_	represent	VBP	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	15	MOD_s	true
18	the	_	the	DT	O	_	person	_	0	IGNORE	true
19	shared	_	share	VBN	O	(s<root> / --LEX--  :ARG1 (p<s>))	share-01	(s())	20	MOD_s	true
20	efforts	_	effort	NNS	O	(s<root> / --LEX--  :ARG0 (y<s>))	$LEMMA$-01	(s())	17	APP_o	true
21	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
22	the	_	the	DT	O	_	person	_	0	IGNORE	true
23	Administration,	administration,	administration,	CD	O	_	$LEMMA$	_	0	IGNORE	true
24	the	_	the	DT	O	_	person	_	0	IGNORE	true
25	Congress,	_name_	congress,	NN	O	(d<root> / --LEX--)	$LEMMA$	()	26	APP_op1	true
26	and	_	and	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	20	APP_s	true
27	the	_	the	DT	O	_	person	_	0	IGNORE	true
28	people	_	people	NNS	O	(d<root> / --LEX--)	person	()	26	APP_op2	true
29	.	_	.	.	O	_	thing	_	0	IGNORE	true

nodealignment=[1@@d@@They, 7@@s@@achievement, 20@@s@@effort-01, 28@@d@@person, 14@@s@@mean-01, 26@@a@@and, 12@@p@@all, 17@@s@@represent-01, 15@@s@@achieve-01, 11@@s@@possible-01, 10@@d@@we, 25@@d@@congress,, 19@@s@@share-01]
sentence=1	America	_name_	America	NNP	O	(c<root> / country  :name (n / --LEX--))	_NAME_	()	4	APP_dom	true
2	is	_	be	VBZ	O	_	person	_	0	IGNORE	true
3	a	_	a	DT	O	_	1	_	0	IGNORE	true
4	nation	_	nation	NN	O	(r<root> / --LEX--  :domain (q<dom>))	$LEMMA$	(dom())	0	ROOT	true
5	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
6	will	_	will	MD	O	_	cause-01	_	0	IGNORE	true
7	endure	_	endure	VB	O	(s<root> / --LEX--  :ARG0 (y<s>))	$LEMMA$-01	(s())	4	MOD_s	true
8	.	_	.	.	O	_	multi-sentence	_	0	IGNORE	true

nodealignment=[4@@r@@nation, 1@@c@@country, 7@@s@@endure-01, 1@@n@@_NAME_]
sentence=1	The	the	the	DT	O	_	person	_	0	IGNORE	true
2	six	_	six	CD	O	(explicitanon0<root> / --LEX--  :quant-of (b<mod>))	6	(mod())	4	MOD_mod	true
3	-	_	-	HYPH	O	_	$LEMMA$	_	0	IGNORE	true
4	member	_	member	NN	O	(d<root> / --LEX--)	$LEMMA$	()	12	APP_o	true
5	Afghan	_name_	Afghan	NNP	O	(c<root> / country  :name (n / --LEX--)  :mod-of (p<mod>))	_NAME_	(mod())	4	MOD_mod	true
6	team,	_	team,	NNP	O	_	include-91	_	0	IGNORE	true
7	which	_	which	WDT	O	_	$LEMMA$	_	0	IGNORE	true
8	consists	_	consist	VBZ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	5	MOD_s	true
9	entirely	_	entirely	RB	O	(p<root> / --LEX--  :mod-of (s<mod>))	entire	(mod())	8	MOD_mod	true
10	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
11	girls,	_	girls,	NNS	O	_	include-91	_	0	IGNORE	true
12	had	_	have	VBD	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	person	(s(), o())	14	MOD_s	true
13	been	_	be	VBN	O	_	person	_	0	IGNORE	true
14	denied	_	deny	VBN	O	(s<root> / --LEX--  :ARG1 (c<s>)  :ARG2 (p<o>))	$LEMMA$-01	(s(s_UNIFY_o()))	0	ROOT	true
15	visas	_	visa	NNS	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$	(s())	14	APP_s	true
16	to	_	to	TO	O	_	have-org-role-91	_	0	IGNORE	true
17	enter	_	enter	VB	O	(s<root> / --LEX--  :ARG1 (i2<o>)  :ARG0 (i<s>)  :purpose-of (c<mod>))	$LEMMA$-01	(mod(), s(), o())	15	MOD_mod	true
18	the_United_States	_name_	States	NNP	O	(c<root> / country  :name (n / --LEX--))	_NAME_	()	17	APP_o	true
19	until	_	until	IN	O	(w<root> / --LEX--  :op1 (h<op1>)  :time-of (b<mod>))	$LEMMA$	(op1(), mod())	14	MOD_mod	true
20	last	_	last	JJ	O	(d<root> / --LEX--)	$LEMMA$	()	19	APP_op1	true
21	week,	_	week,	NNS	O	_	cause-01	_	0	IGNORE	true
22	drawing	_	draw	VBG	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-02	(s(), o())	14	MOD_s	true
23	notice	_	notice	NN	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	22	APP_o	true
24	from	_	from	IN	O	_	have-org-role-91	_	0	IGNORE	true
25	critics	_	critic	NNS	O	(p2<root> / person  :ARG0-of (e2 / --LEX--))	$LEMMA$ize-01	()	23	APP_o	true
26	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
27	U.S.	_name_	U.S.	NNP	O	(d<root> / --LEX--)	_NAME_	()	28	APP_o	true
28	President	president	President	NNP	O	(g<root> / --LEX--  :ARG2-of (h / have-org-role-91  :ARG1 (m<o>)  :ARG0 (p<s>)))	$REPL$	(s(), o())	35	MOD_s	true
29	Donald_Trump's	_name_	Trump's	NNP	O	(d<root> / --LEX--)	person	()	30	APP_s	true
30	policies	_	policy	NNS	O	(c<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (m<o>))	$LEMMA$-01	(o(s()))	23	APP_s	true
31	regarding	_	regard	VBG	O	_	person	_	0	IGNORE	true
32	Muslims	_name_	Muslims	NNPS	O	(r<root> / religious-group  :name (n / --LEX--)  :mod-of (m2<mod>))	_NAME_	(mod())	30	MOD_mod	true
33	traveling	_	travel	VBG	O	(s<root> / --LEX--  :ARG0 (y<s>))	$LEMMA$-01	(s())	30	APP_o	true
34	to	_	to	IN	O	_	person	_	0	IGNORE	true
35	the	_	the	DT	O	(d<root> / --LEX--)	person	()	14	APP_o	true
36	U.S	_name_	U.S	NNP	O	_	_NAME_	_	0	IGNORE	true
37	.	_	.	.	O	_	multi-sentence	_	0	IGNORE	true

